parameters:
environment,env_size,num_envs,discount,lr,device
SingleSnake,10,1300,0.99,0.0005,cuda
DATA:
step,mean,median,min,max,std,raw data
0,0.16,0.0,0.0,2.0,0.41761228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.25,0.0,0.0,2.0,0.51720405,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.17,0.0,0.0,1.0,0.3756328,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.41,0.0,0.0,3.0,0.6647556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
400,0.94,1.0,0.0,6.0,1.1560278,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
500,1.66,1.0,0.0,8.0,1.7275418,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,0.0,4.0,8.0,0.0,4.0,0.0,1.0,6.0,3.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0
600,2.48,2.0,0.0,8.0,2.0073862,6.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,7.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,0.0,1.0,6.0,2.0,4.0,1.0,5.0,4.0,7.0,0.0,0.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,7.0,3.0,1.0,3.0,3.0,2.0,7.0,4.0
700,4.35,4.0,0.0,11.0,2.797767,4.0,5.0,2.0,5.0,5.0,7.0,10.0,4.0,0.0,3.0,7.0,4.0,5.0,6.0,1.0,4.0,2.0,7.0,6.0,4.0,5.0,1.0,1.0,10.0,10.0,1.0,4.0,1.0,1.0,1.0,3.0,7.0,2.0,8.0,3.0,4.0,6.0,0.0,5.0,10.0,2.0,5.0,2.0,2.0,4.0,7.0,2.0,2.0,6.0,6.0,3.0,6.0,1.0,3.0,9.0,3.0,1.0,7.0,9.0,1.0,6.0,1.0,7.0,5.0,5.0,6.0,3.0,3.0,0.0,7.0,8.0,0.0,1.0,11.0,4.0,4.0,0.0,5.0,0.0,3.0,4.0,0.0,2.0,2.0,8.0,3.0,3.0,5.0,8.0,6.0,6.0,4.0,6.0,4.0,10.0,6.0,7.0,10.0,5.0,2.0
800,4.87,4.5,0.0,12.0,3.288328,1.0,4.0,6.0,7.0,10.0,2.0,5.0,10.0,7.0,10.0,2.0,6.0,10.0,3.0,2.0,7.0,0.0,1.0,1.0,3.0,12.0,9.0,6.0,9.0,1.0,5.0,3.0,10.0,8.0,8.0,6.0,1.0,3.0,6.0,11.0,1.0,1.0,9.0,2.0,7.0,8.0,8.0,2.0,11.0,2.0,1.0,1.0,1.0,4.0,8.0,5.0,1.0,5.0,1.0,2.0,3.0,12.0,1.0,4.0,8.0,4.0,5.0,4.0,6.0,6.0,4.0,3.0,1.0,2.0,8.0,11.0,4.0,1.0,5.0,8.0,7.0,5.0,1.0,9.0,6.0,3.0,2.0,2.0,3.0,1.0,9.0,7.0,5.0,1.0,11.0,1.0,5.0,1.0,3.0,5.0,3.0,2.0,9.0,9.0,2.0
900,5.83,6.0,0.0,12.0,2.888096,3.0,2.0,5.0,3.0,5.0,8.0,10.0,6.0,4.0,5.0,9.0,4.0,8.0,3.0,3.0,2.0,6.0,6.0,4.0,12.0,2.0,6.0,7.0,5.0,2.0,9.0,7.0,4.0,9.0,6.0,12.0,6.0,8.0,2.0,2.0,7.0,10.0,2.0,5.0,6.0,3.0,9.0,10.0,4.0,2.0,8.0,5.0,7.0,9.0,6.0,6.0,8.0,12.0,8.0,4.0,4.0,4.0,8.0,5.0,7.0,7.0,0.0,12.0,12.0,11.0,4.0,3.0,8.0,2.0,2.0,6.0,5.0,8.0,4.0,7.0,7.0,5.0,3.0,11.0,5.0,10.0,1.0,1.0,9.0,3.0,4.0,2.0,6.0,4.0,6.0,2.0,7.0,6.0,6.0,5.0,9.0,4.0,4.0,9.0,9.0
